chart_week.x,current_week,title,performer,last_week,peak_pos,wks_on_chart,chart_week.y,rank,uri,artist_names,source,peak_rank,previous_rank,weeks_on_chart,streams
4/22/2023,62,Shivers,Ed Sheeran,61,3,83,4/20/2023,186,spotify:track:3xWGA8pa0IKFI7IMPri4P0,Ed Sheeran,Atlantic Records UK,4,156,84,7729930
4/22/2023,63,Someone You Loved,Lewis Capaldi,88,24,136,4/20/2023,85,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Vertigo Berlin,4,76,223,10744180
4/22/2023,66,Ditto,NewJeans,52,8,17,4/20/2023,110,spotify:track:3r8RuvgbX9s7ammBn07D3W,NewJeans,ADOR,11,77,18,9736457
4/22/2023,67,Me Porto Bonito,Bad Bunny & Chencho Corleone,62,2,49,4/20/2023,56,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,"Bad Bunny, Chencho Corleone",Rimas Entertainment LLC,2,56,50,12769206
4/22/2023,68,Made You Look,Meghan Trainor,67,6,25,4/20/2023,103,spotify:track:0QHEIqNKsMoOY5urbzN48u,Meghan Trainor,Epic,8,90,26,9893593
4/22/2023,69,Bebe Dame,Fuerza Regida X Grupo Frontera,64,17,15,4/20/2023,63,spotify:track:0IKeDy5bT9G0bA7ZixRT4A,"Fuerza Regida, Grupo Frontera",Rancho Humilde/Street Mob Records,20,69,16,12037756
4/22/2023,70,El Gordo Trae El Mando,Chino Pacas,70,68,9,4/20/2023,50,spotify:track:3kf0WdFOalKWBkCCLJo4mA,Chino Pacas,STREET MOB,50,50,10,13269125
4/22/2023,72,Here With Me,d4vd,72,34,22,4/20/2023,30,spotify:track:78Sw5GDo6AlGwTwanjXbGh,d4vd,Darkroom/Interscope Records,14,26,25,16869971
4/22/2023,73,Shorty Party,Cartel de Santa Featuring La Kelly,46,25,6,4/20/2023,83,spotify:track:55ZATsjPlTeSTNJOuW90pW,"Cartel De Santa, La Kelly","Babilonia Music, S.A. De C.V.",16,66,7,10760267
4/22/2023,75,Just Wanna Rock,Lil Uzi Vert,65,26,26,4/20/2023,93,spotify:track:4FyesJzVpA39hbYvcseO2d,Lil Uzi Vert,Generation Now/Atlantic,30,74,26,10252370
4/22/2023,77,Bones,Imagine Dragons,80,32,57,4/20/2023,54,spotify:track:54ipXppHLA8U4yqpOFTUhr,Imagine Dragons,Kid Ina Korner / Interscope,26,47,58,13008077
4/22/2023,78,Rich Flex,Drake & 21 Savage,71,1,23,4/20/2023,108,spotify:track:1bDbXMyjaUIooNwFE9wn0N,"Drake, 21 Savage",OVO / Republic Records,2,83,24,9785955
4/22/2023,79,Fin de Semana,Junior H X Oscar Maydon,76,58,13,4/20/2023,65,spotify:track:6TBzRwnX2oYd8aOrOuyK1p,"Oscar Maydon, Junior H",Rancho Humilde,45,61,14,11692606
4/22/2023,80,La Jumpa,Arcangel & Bad Bunny,60,14,19,4/20/2023,52,spotify:track:2mnXxnrX5vCGolNkaFvVeM,"Arcángel, Bad Bunny",Rimas Entertainment LLC.,8,51,20,13068463
4/22/2023,82,Que Vuelvas,Carin Leon X Grupo Frontera,79,34,16,4/20/2023,73,spotify:track:6Um358vY92UBv5DloTRX9L,"Carin Leon, Grupo Frontera",BorderKid Records/Sony Music Latin,36,79,16,11286884
4/22/2023,83,Sweater Weather,The Neighbourhood,84,25,133,4/20/2023,61,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Columbia,19,60,138,12249971
4/22/2023,86,10:35,Tiesto Featuring Tate McRae,82,38,20,4/20/2023,128,spotify:track:6BePGk3eCan4FqaW2X8Qy3,"Tiësto, Tate McRae",Atlantic Records,55,120,18,8985368
4/22/2023,90,Bad Habit,Steve Lacy,93,8,40,4/20/2023,101,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,Steve Lacy,L-M Records/RCA Records,10,89,41,10000621
4/22/2023,93,Never Felt So Alone,Labrinth,-,93,1,4/20/2023,37,spotify:track:2NbsBSshscKIPRG3kwBbfo,Labrinth,Columbia,37,100,2,15354275
4/22/2023,94,Believer,Imagine Dragons,101,52,136,4/20/2023,122,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Kid Ina Korner / Interscope,16,119,324,9298146
4/22/2023,95,Unstoppable,Sia,95,79,61,4/20/2023,146,spotify:track:2J2Z1SkXYghSajLibnQHOa,Sia,Monkey Puzzle Records/RCA Records,96,129,62,8543930
4/22/2023,96,Cupido,TINI,89,69,8,4/20/2023,74,spotify:track:04ndZkbKGthTgYSv3xS7en,TINI,5020 Records,49,62,9,11196467
4/22/2023,97,Blank Space,Taylor Swift,102,96,35,4/20/2023,79,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,"Big Machine Records, LLC",79,81,71,10931550
4/22/2023,98,Rara Vez,Milo j,103,98,5,4/20/2023,43,spotify:track:7MVIfkyzuUmQ716j8U7yGR,"Taiu, Milo j",Universal Music Argentina S.A.,40,40,8,14945944
4/22/2023,100,I Wanna Be Yours,Arctic Monkeys,106,71,32,4/20/2023,31,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,Domino Recording Co,26,29,41,16825651
4/22/2023,102,Ojitos Lindos,Bad Bunny & Bomba Estereo,94,4,49,4/20/2023,91,spotify:track:3k3NWokhRRkEPhCzPmV8TW,"Bad Bunny, Bomba Estéreo",Rimas Entertainment LLC,3,94,50,10332086
4/22/2023,105,Viva La Vida,Coldplay,110,104,34,4/20/2023,100,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Parlophone UK,96,96,34,10048268
4/22/2023,106,Peaches,Jack Black,-,106,1,4/20/2023,64,spotify:track:4w9soAM7IrmYDhSXLp14p6,Jack Black,Back Lot Music,64,195,2,11992437
4/22/2023,107,Riptide,Vance Joy,130,100,83,4/20/2023,106,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Atlantic Records,85,112,114,9814784
4/22/2023,108,Cruel Summer,Taylor Swift,143,108,4,4/20/2023,82,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Taylor Swift,16,101,11,10778539
4/22/2023,114,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",-,114,1,4/20/2023,125,spotify:track:3BKD1PwArikchz2Zrlp1qi,"David Guetta, Anne-Marie, Coi Leray",Parlophone UK,125,168,2,9180166
4/22/2023,117,Sunroof,Nicky Youre & dazy,124,26,47,4/20/2023,190,spotify:track:4h4QlmocP3IuwYEj2j14p8,"Nicky Youre, dazy",Thirty Knots/Columbia,28,182,45,7614856
4/22/2023,118,Summertime Sadness,Lana Del Rey vs. Cedric Gervais,132,89,36,4/20/2023,137,spotify:track:1FEiijYPJtyswChfcpv3p0,Lana Del Rey,Urban,94,137,36,8691173
4/22/2023,119,Easy On Me,Adele,115,1,79,4/20/2023,171,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Columbia,1,154,79,7987356
4/22/2023,120,Yellow,Coldplay,126,68,105,4/20/2023,104,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Parlophone UK,56,102,122,9891601
4/22/2023,123,No Role Modelz,J. Cole,114,97,92,4/20/2023,96,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,Roc Nation Records LLC,76,106,91,10158794
4/22/2023,130,Gangsta's Paradise,Coolio Featuring L.V.,136,21,91,4/20/2023,199,spotify:track:1DIXPcTDzTj8ZMHt3PDt8p,"Coolio, L.V.","Tommy Boy Music, LLC",40,184,72,7460772
4/22/2023,131,Nonsense,Sabrina Carpenter,120,36,13,4/20/2023,113,spotify:track:6dgUya35uo964z7GZXM07g,Sabrina Carpenter,Island Records,17,93,14,9656095
4/22/2023,133,Counting Stars,OneRepublic,133,96,107,4/20/2023,141,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Mosley / Interscope,101,147,105,8651732
4/22/2023,134,Everybody Wants To Rule The World,Tears For Fears,150,108,37,4/20/2023,154,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,UMC (Universal Music Catalogue),105,157,32,8356414
4/22/2023,136,Watermelon Sugar,Harry Styles,141,9,132,4/20/2023,135,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Columbia,4,127,179,8752482
4/22/2023,138,Reminder,The Weeknd,128,109,7,4/20/2023,80,spotify:track:37F0uwRSrdzkBiuj0D5UHI,The Weeknd,Universal Republic Records,65,72,19,10912878
4/22/2023,139,El Merengue,Marshmello & Manuel Turizo,121,103,5,4/20/2023,87,spotify:track:51FvjPEGKq2zByeeEQ43V9,"Marshmello, Manuel Turizo",Sony Music Latin,59,78,7,10525225
4/22/2023,144,Without Me,Eminem,144,39,79,4/20/2023,116,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Aftermath,31,111,82,9491024
4/22/2023,145,Normal,Feid,119,75,25,4/20/2023,107,spotify:track:0T2pB7P1VdXPhLdQZ488uH,Feid,UMLE - Latino,57,91,37,9806849
4/22/2023,146,Ghost,Justin Bieber,135,16,77,4/20/2023,127,spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber,RBMG/Def Jam,11,105,83,9103607
4/22/2023,148,Nosso Quadro,Ana Castela,177,95,7,4/20/2023,118,spotify:track:4uqJelb9THHmJ3OCohg4ZJ,"AgroPlay, Ana Castela",AgroPlay,50,97,9,9403225
4/22/2023,150,Dandelions,Ruth B.,145,51,65,4/20/2023,89,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Columbia,34,82,88,10396995
4/22/2023,154,Efecto,Bad Bunny,134,7,49,4/20/2023,123,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,Bad Bunny,Rimas Entertainment LLC,6,109,50,9296441
4/22/2023,156,Style,Taylor Swift,154,152,4,4/20/2023,120,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,"Big Machine Records, LLC",117,122,5,9380730
4/22/2023,161,Every Breath You Take,The Police,187,107,40,4/20/2023,185,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Polydor Records,109,180,77,7740850
4/22/2023,166,When I Was Your Man,Bruno Mars,151,74,29,4/20/2023,147,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,Atlantic Records,72,139,34,8501118
4/22/2023,170,We Found Love,Rihanna Featuring Calvin Harris,162,47,9,4/20/2023,132,spotify:track:1zv3WFUbZ5vPxFq9I2jAU1,"Rihanna, Calvin Harris",Def Jam Recordings,59,135,10,8896753
4/22/2023,176,Romantic Homicide,d4vd,160,35,32,4/20/2023,76,spotify:track:1xK59OXxi2TAAAbmZK0kBL,d4vd,Darkroom/Interscope Records,17,65,33,11119794
4/22/2023,178,The Real Slim Shady,Eminem,181,59,59,4/20/2023,156,spotify:track:3yfqSUWxFvZELEM4PmlwIR,Eminem,Interscope,51,141,98,8283857
4/22/2023,180,Moonlight,Kali Uchis,172,169,4,4/20/2023,86,spotify:track:0JmnkIqdlnUzPaf8sqBRs3,Kali Uchis,Geffen Records,86,113,6,10573483
4/22/2023,182,Numb,Linkin Park,200,166,3,4/20/2023,187,spotify:track:2nLtzopw4rPReszdYBJU6h,Linkin Park,Warner Records,34,200,8,7683694
4/22/2023,185,Late Night Talking,Harry Styles,168,2,47,4/20/2023,174,spotify:track:1qEmFfgcLObUfQm0j1W2CK,Harry Styles,Columbia,2,148,48,7906258
4/22/2023,189,Shut Down,BLACKPINK,173,1,26,4/20/2023,162,spotify:track:7gRFDGEzF9UkBV233yv2dc,BLACKPINK,YG Entertainment/Interscope Records,1,165,29,8185771
4/22/2023,195,If We Ever Broke Up,Mae Stephens,-,175,4,4/20/2023,180,spotify:track:6maTPqynTmrkWIralgGaoP,Mae Stephens,EMI,134,174,9,7835429
4/22/2023,196,Money Trees,Kendrick Lamar Featuring Jay Rock,-,185,2,4/20/2023,164,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,"Kendrick Lamar, Jay Rock",Aftermath,143,171,14,8064807
4/29/2023,1,Ella Baila Sola,Eslabon Armado X Peso Pluma,3,1,5,4/27/2023,1,spotify:track:3dnP0JxCgygwQH9Gm7q7nb,"Eslabon Armado, Peso Pluma",DEL Records,1,1,6,56584925
4/29/2023,2,Flowers,Miley Cyrus,1,1,14,4/27/2023,4,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Columbia,1,2,15,35732367
4/29/2023,4,Kill Bill,SZA,7,1,19,4/27/2023,7,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Top Dawg Entertainment/RCA Records,1,6,20,27443539
4/29/2023,6,Die For You,The Weeknd & Ariana Grande,5,2,59,4/27/2023,23,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Universal Republic Records,12,24,63,18356140
4/29/2023,8,Last Night,Morgan Wallen,8,5,12,4/27/2023,25,spotify:track:7K3BhSpAxZBznislvUMVtn,Morgan Wallen,Big Loud Records / Mercury Records / Republic Records,14,22,12,18004053
4/29/2023,9,Cupid,Fifty Fifty,13,9,6,4/27/2023,168,spotify:track:5mg3VB3Qh7jcR5kAAC4DSV,FIFTY FIFTY,WM Korea,145,145,4,8318860
4/29/2023,10,TQG,Karol G x Shakira,9,1,8,4/27/2023,6,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,"KAROL G, Shakira",Universal Music Latino,1,5,9,28141998
4/29/2023,12,Daylight,David Kushner,-,12,1,4/27/2023,5,spotify:track:1odExI7RdWc4BT515LTAwj,David Kushner,"Miserable Music Group, LLC",5,9,2,32418390
4/29/2023,13,Search & Rescue,Drake,2,2,2,4/27/2023,34,spotify:track:7aRCf5cLOFN1U7kvtChY1G,Drake,OVO/Republic Records,7,23,3,16143627
4/29/2023,16,Chemical,Post Malone,-,16,1,4/27/2023,35,spotify:track:5TOgxgZrIZzvaKg9r2bvc2,Post Malone,Mercury Records/Republic Records,18,18,2,16095923
4/29/2023,18,Anti-Hero,Taylor Swift,15,1,26,4/27/2023,24,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Taylor Swift,1,21,27,18319133
4/29/2023,19,As It Was,Harry Styles,14,1,55,4/27/2023,12,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,Columbia,1,11,56,24485222
4/29/2023,22,PRC,Peso Pluma X Natanael Cano,23,22,12,4/27/2023,11,spotify:track:2mpoNBkngUEwnaKoBhZ0vl,"Peso Pluma, Natanael Cano",Prajin Parlay Inc dba Prajin Records / Rancho Humilde / Los CT,11,12,13,24572283
4/29/2023,25,Like Crazy,Jimin,10,2,4,4/27/2023,38,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,Jimin,BIGHIT MUSIC,15,39,5,15496795
4/29/2023,26,I'm Good (Blue),David Guetta & Bebe Rexha,18,2,34,4/27/2023,26,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",Parlophone UK,2,27,35,17445486
4/29/2023,27,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano",26,26,15,4/27/2023,18,spotify:track:1lRtH4FszTrwwlK5gTSbXO,"Natanael Cano, Peso Pluma, Gabito Ballesteros",WEA Latina,18,19,16,21991663
4/29/2023,28,Classy 101,Feid x Young Miko,39,28,3,4/27/2023,8,spotify:track:6XSqqQIy7Lm7SnwxS4NrGx,"Feid, Young Miko",UMLE - Latino,8,14,4,27370842
4/29/2023,30,Yandel 150,Yandel & Feid,20,13,15,4/27/2023,19,spotify:track:4FAKtPVycI4DxoOHC01YqD,"Yandel, Feid",La Leyenda LLC,8,17,16,21426872
4/29/2023,31,El Azul,Junior H x Peso Pluma,34,31,6,4/27/2023,20,spotify:track:1haJsMtoBhHfvuM7XWuT3W,"Junior H, Peso Pluma",WEA Latina,20,20,9,20824626
4/29/2023,32,Until I Found You,Stephen Sanchez,22,11,49,4/27/2023,172,spotify:track:6VhuP99TE6gYNQRJIlAWFD,Stephen Sanchez,Republic Records,20,155,51,8104760
4/29/2023,33,Save Your Tears,The Weeknd & Ariana Grande,27,1,120,4/27/2023,135,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Republic Records,2,130,125,8970762
4/29/2023,35,I Ain't Worried,OneRepublic,31,5,46,4/27/2023,41,spotify:track:4fYte8ZvTK14NEhAOZocBi,OneRepublic,Interscope Records,7,36,47,15201536
4/29/2023,36,Fast Car,Luke Combs,41,36,4,4/27/2023,193,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,Luke Combs,River House Artists/Columbia Nashville,126,126,3,7627006
4/29/2023,38,Sure Thing,Miguel,30,13,18,4/27/2023,62,spotify:track:0JXXNGljqupsJaZsgSbMZV,Miguel,Jive,14,62,20,12151131
4/29/2023,40,Eyes Closed,Ed Sheeran,25,16,4,4/27/2023,68,spotify:track:4hy7qTxsnyZUZoqo5RtaYq,Ed Sheeran,Atlantic Records UK,27,57,5,11674971
4/29/2023,41,Heat Waves,Glass Animals,58,1,120,4/27/2023,87,spotify:track:3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Polydor Records,1,29,122,10638530
4/29/2023,42,Players,Coi Leray,32,17,15,4/27/2023,57,spotify:track:6UN73IYd0hZxLi8wFPMQij,Coi Leray,Uptown / Republic Records,20,47,14,12920552
4/29/2023,43,Another Love,Tom Odell,35,14,103,4/27/2023,36,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,ITNO/Columbia,15,35,107,15784693
4/29/2023,44,Snooze,SZA,38,27,19,4/27/2023,59,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Top Dawg Entertainment/RCA Records,32,53,18,12518657
4/29/2023,45,OMG,NewJeans,36,10,16,4/27/2023,55,spotify:track:65FftemJ1DbbZ45DUfHJXE,NewJeans,ADOR,14,48,17,12999155
4/29/2023,47,Blinding Lights,The Weeknd,40,2,137,4/27/2023,60,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Republic Records,1,59,178,12400627
4/29/2023,48,Peaches,Jack Black,106,48,2,4/27/2023,92,spotify:track:4w9soAM7IrmYDhSXLp14p6,Jack Black,Back Lot Music,64,64,3,10388251
4/29/2023,50,Never Felt So Alone,Labrinth,93,50,2,4/27/2023,71,spotify:track:2NbsBSshscKIPRG3kwBbfo,Labrinth,Columbia,37,37,3,11271405
4/29/2023,51,Starboy,The Weeknd Featuring Daft Punk,49,34,94,4/27/2023,28,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Universal Republic Records,1,33,134,16924053
4/29/2023,52,People,Libianca,37,35,14,4/27/2023,52,spotify:track:26b3oVLrRUaaybJulow9kz,Libianca,5K Records Limited,52,55,15,13190911
4/29/2023,53,La Bachata,Manuel Turizo,43,6,41,4/27/2023,42,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,Manuel Turizo,Sony Music Latin/La Industria,4,38,43,14897959
4/29/2023,55,Bebe Dame,Fuerza Regida X Grupo Frontera,69,17,16,4/27/2023,50,spotify:track:0IKeDy5bT9G0bA7ZixRT4A,"Fuerza Regida, Grupo Frontera",Rancho Humilde/Street Mob Records,20,63,17,13287535
4/29/2023,56,Under The Influence,Chris Brown,46,3,39,4/27/2023,80,spotify:track:5IgjP7X4th6nMNDh4akUHb,Chris Brown,Chris Brown Entertainment/RCA Records,6,66,40,10800143
4/29/2023,57,Mockingbird,Eminem,45,42,27,4/27/2023,45,spotify:track:561jH07mF1jHuk7KlaeF0s,Eminem,Aftermath,24,41,28,14541328
4/29/2023,58,Lavender Haze,Taylor Swift,44,2,26,4/27/2023,115,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Taylor Swift,2,99,27,9618665
4/29/2023,64,Perfect,Ed Sheeran,60,30,137,4/27/2023,111,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Atlantic Records UK,4,114,319,9717644
4/29/2023,65,El Gordo Trae El Mando,Chino Pacas,70,65,10,4/27/2023,47,spotify:track:3kf0WdFOalKWBkCCLJo4mA,Chino Pacas,STREET MOB,47,50,11,14041290
4/29/2023,66,Coco Chanel,Eladio Carrion & Bad Bunny,47,22,5,4/27/2023,44,spotify:track:0PB0O24JqAuNdOAFVJljMS,"Eladio Carrion, Bad Bunny",Rimas Entertainment LLC,13,46,6,14552044
4/29/2023,67,Me Porto Bonito,Bad Bunny & Chencho Corleone,67,2,50,4/27/2023,56,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,"Bad Bunny, Chencho Corleone",Rimas Entertainment LLC,2,56,51,12962798
4/29/2023,69,Que Vuelvas,Carin Leon X Grupo Frontera,82,34,17,4/27/2023,65,spotify:track:6Um358vY92UBv5DloTRX9L,"Carin Leon, Grupo Frontera",BorderKid Records/Sony Music Latin,36,73,17,11890245
4/29/2023,70,Someone You Loved,Lewis Capaldi,63,24,137,4/27/2023,96,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Vertigo Berlin,4,85,224,10213192
4/29/2023,71,Shivers,Ed Sheeran,62,3,84,4/27/2023,192,spotify:track:3xWGA8pa0IKFI7IMPri4P0,Ed Sheeran,Atlantic Records UK,4,186,85,7653582
4/29/2023,72,Hey Mor,Ozuna Featuring Feid,57,27,27,4/27/2023,37,spotify:track:1zsPaEkglFvxjAhrM8yhpr,"Ozuna, Feid",Aura Music Corp.,14,40,28,15540887
4/29/2023,75,Here With Me,d4vd,72,34,23,4/27/2023,32,spotify:track:78Sw5GDo6AlGwTwanjXbGh,d4vd,Darkroom/Interscope Records,14,30,26,16309017
4/29/2023,81,Made You Look,Meghan Trainor,68,6,26,4/27/2023,141,spotify:track:0QHEIqNKsMoOY5urbzN48u,Meghan Trainor,Epic,8,103,27,8716818
4/29/2023,82,Sweater Weather,The Neighbourhood,83,25,134,4/27/2023,61,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Columbia,19,61,139,12351697
4/29/2023,84,Shorty Party,Cartel de Santa Featuring La Kelly,73,25,7,4/27/2023,91,spotify:track:55ZATsjPlTeSTNJOuW90pW,"Cartel De Santa, La Kelly","Babilonia Music, S.A. De C.V.",16,83,8,10412866
4/29/2023,86,La Jumpa,Arcangel & Bad Bunny,80,14,20,4/27/2023,51,spotify:track:2mnXxnrX5vCGolNkaFvVeM,"Arcángel, Bad Bunny",Rimas Entertainment LLC.,8,52,21,13259285
4/29/2023,87,Ditto,NewJeans,66,8,18,4/27/2023,126,spotify:track:3r8RuvgbX9s7ammBn07D3W,NewJeans,ADOR,11,110,19,9137578
4/29/2023,88,Bones,Imagine Dragons,77,32,58,4/27/2023,58,spotify:track:54ipXppHLA8U4yqpOFTUhr,Imagine Dragons,Kid Ina Korner / Interscope,26,54,59,12811300
4/29/2023,89,Fin de Semana,Junior H X Oscar Maydon,79,58,14,4/27/2023,64,spotify:track:6TBzRwnX2oYd8aOrOuyK1p,"Oscar Maydon, Junior H",Rancho Humilde,45,65,15,11985819
4/29/2023,90,Just Wanna Rock,Lil Uzi Vert,75,26,27,4/27/2023,101,spotify:track:4FyesJzVpA39hbYvcseO2d,Lil Uzi Vert,Generation Now/Atlantic,30,93,27,10113423
4/29/2023,91,Cruel Summer,Taylor Swift,108,91,5,4/27/2023,67,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Taylor Swift,16,82,12,11742086
4/29/2023,92,10:35,Tiesto Featuring Tate McRae,86,38,21,4/27/2023,131,spotify:track:36gcliMRX1vCpgnrZE3dFZ,"Tiësto, Tate McRae",Atlantic Records,55,128,19,9053243
4/29/2023,93,All Of The Girls You Loved Before,Taylor Swift,59,10,5,4/27/2023,108,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,Taylor Swift,Taylor Swift,12,75,6,9810300
4/29/2023,94,Blank Space,Taylor Swift,97,94,36,4/27/2023,75,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,"Big Machine Records, LLC",75,79,72,10956313
4/29/2023,95,Rich Flex,Drake & 21 Savage,78,1,24,4/27/2023,113,spotify:track:1bDbXMyjaUIooNwFE9wn0N,"Drake, 21 Savage",OVO / Republic Records,2,108,25,9675754
4/29/2023,98,Believer,Imagine Dragons,94,52,137,4/27/2023,128,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Kid Ina Korner / Interscope,16,122,325,9106252
4/29/2023,100,I Wanna Be Yours,Arctic Monkeys,100,71,33,4/27/2023,29,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,Domino Recording Co,26,31,42,16581732
4/29/2023,102,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",114,102,2,4/27/2023,105,spotify:track:3BKD1PwArikchz2Zrlp1qi,"David Guetta, Anne-Marie, Coi Leray",Parlophone UK,105,125,3,9952972
4/29/2023,103,Rara Vez,Milo j,98,98,6,4/27/2023,46,spotify:track:7MVIfkyzuUmQ716j8U7yGR,"Taiu, Milo j",Universal Music Argentina S.A.,40,43,9,14087147
4/29/2023,104,Bad Habit,Steve Lacy,90,8,41,4/27/2023,103,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,Steve Lacy,L-M Records/RCA Records,10,101,42,10002744
4/29/2023,105,Unstoppable,Sia,95,79,62,4/27/2023,159,spotify:track:2J2Z1SkXYghSajLibnQHOa,Sia,Monkey Puzzle Records/RCA Records,96,146,63,8380774
4/29/2023,106,Ojitos Lindos,Bad Bunny & Bomba Estereo,102,4,50,4/27/2023,74,spotify:track:3k3NWokhRRkEPhCzPmV8TW,"Bad Bunny, Bomba Estéreo",Rimas Entertainment LLC,3,91,51,10983840
4/29/2023,110,Riptide,Vance Joy,107,100,84,4/27/2023,114,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Atlantic Records,85,106,115,9655535
4/29/2023,111,Viva La Vida,Coldplay,105,104,35,4/27/2023,100,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Parlophone UK,96,100,35,10119888
4/29/2023,115,Cupido,TINI,96,69,9,4/27/2023,76,spotify:track:04ndZkbKGthTgYSv3xS7en,TINI,5020 Records,49,74,10,10920734
4/29/2023,117,Summertime Sadness,Lana Del Rey vs. Cedric Gervais,118,89,37,4/27/2023,139,spotify:track:1FEiijYPJtyswChfcpv3p0,Lana Del Rey,Urban,94,137,37,8730387
4/29/2023,118,No Role Modelz,J. Cole,123,97,93,4/27/2023,104,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,Roc Nation Records LLC,76,96,92,9982659
4/29/2023,119,Wish You The Best,Lewis Capaldi,-,119,1,4/27/2023,132,spotify:track:3W5KHP0Yr56ejVDns9vci3,Lewis Capaldi,Vertigo Berlin,132,-1,1,9043772
4/29/2023,120,Yellow,Coldplay,120,68,106,4/27/2023,107,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Parlophone UK,56,104,123,9905982
4/29/2023,126,Counting Stars,OneRepublic,133,96,108,4/27/2023,160,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Mosley / Interscope,101,141,106,8378724
4/29/2023,127,El Tsurito,Junior H x Gabito Ballesteros x Peso Pluma,-,127,1,4/27/2023,102,spotify:track:1piak4R3yW4otWWyaSqyCH,"Junior H, Peso Pluma, Gabito Ballesteros",WEA Latina,102,119,2,10023699
4/29/2023,134,Easy On Me,Adele,119,1,80,4/27/2023,170,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Columbia,1,171,80,8247447
4/29/2023,135,Everybody Wants To Rule The World,Tears For Fears,134,108,38,4/27/2023,174,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,UMC (Universal Music Catalogue),105,154,33,8064562
